gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,36,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,103.56,3737.79,No
Male,0,No,No,8,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,39.59,318.87,No
Female,0,No,Yes,40,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,109.66,4390.03,No
Female,0,Yes,Yes,39,Yes,No phone service,No,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,20.55,794.58,No
Female,0,Yes,No,52,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer,42.17,2186.99,No
Female,1,Yes,No,53,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,33.12,1750.89,Yes
Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card,97.5,2928.45,No
Female,1,No,Yes,39,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,48.02,1877.67,No
Male,0,Yes,No,20,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,79.58,1584.46,Yes
Female,0,Yes,No,34,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,49.87,1701.89,No
Male,1,Yes,No,66,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,54.61,3601.5,No
Female,1,Yes,No,6,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One year,No,Credit card,68.78,410.7,No
Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,18.88,1136.77,No
Female,0,Yes,Yes,71,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,72.76,5165.83,No
Male,0,Yes,No,38,Yes,No,DSL,No internet service,No internet service,Yes,No,Yes,No,One year,No,Bank transfer,106.91,4062.58,No
Male,0,Yes,No,44,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,85.52,3765.07,Yes
Male,0,Yes,No,68,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,31.55,2143.19,No
Male,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card,86.62,5194.7,No
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card,53.25,1225.93,Yes
Male,1,Yes,No,45,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,28.01,1261.03,No
Female,0,No,Yes,37,No,No,No,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Bank transfer,110.02,4071.52,Yes
Female,1,No,Yes,24,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,No,Credit card,83.03,1984.32,No
Male,0,Yes,No,58,Yes,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,52.18,3032.27,No
Female,0,No,Yes,52,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.36,5176.03,Yes
Female,0,Yes,No,66,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,85.95,5674.31,Yes
Female,0,Yes,No,62,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,40.53,2516.28,No
Female,0,Yes,Yes,71,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer,34.56,2444.04,No
Male,0,Yes,Yes,6,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,77.87,476.88,Yes
Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,93.29,6341.89,Yes
Female,0,No,No,6,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,112.48,673.67,No
Male,0,No,No,10,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Mailed check,66.74,659.62,No
Female,0,No,No,66,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,114.02,7519.28,Yes
Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No,No,No internet service,Two year,No,Mailed check,57.47,1848.95,No
Male,0,Yes,Yes,61,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.68,5042.99,No
Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,26.01,31.8,Yes
Male,0,Yes,No,12,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer,44.46,542.09,Yes
Female,1,Yes,No,25,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer,43.26,1086.13,No
Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,103.98,6969.57,No
Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Two year,Yes,Credit card,108.59,2379.58,No
Female,0,Yes,No,51,Yes,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Electronic check,90.07,4593.97,No
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Credit card,105.48,3274.74,Yes
Male,0,No,No,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card,100.58,1806.95,No
Female,0,Yes,Yes,48,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.54,3528.77,No
Male,0,No,Yes,5,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card,61.08,304.83,No
Female,0,No,No,11,No,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,93.15,1032.88,No
Male,0,No,No,67,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,100.97,6759.57,No
Male,1,Yes,Yes,51,Yes,No,No,Yes,No,No,No,No,No,One year,No,Credit card,29.96,1532.18,Yes
Male,0,Yes,No,39,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.27,3945.64,No
Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,46.36,316.34,No
Female,0,No,No,66,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.77,6330.04,No
Female,0,No,Yes,57,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,70.11,3999.4,No
Male,0,No,No,59,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card,26.38,1564.01,No
Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Electronic check,77.78,3508.39,No
Male,0,Yes,No,41,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,One year,No,Credit card,90.36,3704.93,No
Female,0,Yes,No,25,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,101.46,2533.14,No
Female,0,Yes,No,56,Yes,Yes,No,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,119.85,6703.31,No
Male,0,No,No,27,No,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Credit card,53.74,1453.54,Yes
Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,64.25,1545.73,No
Male,1,Yes,Yes,70,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer,105.34,7364.13,No
Male,0,Yes,Yes,41,Yes,Yes,No,No,No internet service,No,No internet service,No,No,Two year,Yes,Credit card,118.26,4844.79,No
Female,1,No,Yes,46,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,Yes,Bank transfer,18.33,841.02,No
Male,0,No,Yes,67,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Two year,No,Credit card,112.6,7538.39,No
Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,51.24,3489.62,Yes
Male,0,No,Yes,53,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,109.71,5817.27,No
Male,0,No,No,16,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Two year,No,Bank transfer,55.77,882.91,No
Female,0,No,Yes,42,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,76.19,3206.62,No
Female,1,No,Yes,4,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,Yes,One year,No,Mailed check,44.35,184.72,No
Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Mailed check,44.98,36.6,No
Female,0,No,Yes,17,No,No phone service,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Credit card,99.1,1686.7,No
Female,0,Yes,Yes,13,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,One year,No,Credit card,61.45,800.56,No
Male,0,No,No,24,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,54.81,1315.94,Yes
Female,0,Yes,Yes,7,Yes,No phone service,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,117.78,823.07,No
Female,0,Yes,Yes,57,Yes,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,97.7,5563.27,No
Female,0,No,Yes,12,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,104.59,1258.52,No
Male,0,No,No,36,Yes,No phone service,No,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,63.96,2310.41,No
Male,0,No,No,72,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,73.16,5265.5,No
Female,1,No,No,18,Yes,No phone service,DSL,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer,25.57,454.16,Yes
Female,0,No,Yes,49,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card,34.76,1702.68,No
Female,0,No,No,69,No,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,118.18,8163.23,No
Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,55.19,334.95,No
Male,0,No,Yes,72,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Two year,Yes,Bank transfer,89.78,6463.77,No
Male,0,No,Yes,20,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card,30.45,610.24,No
Female,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Bank transfer,74.75,4860.55,No
Female,0,No,Yes,5,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card,30.28,159.49,No
Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card,105.23,7055.03,No
Male,0,Yes,Yes,16,No,No phone service,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,24.81,393.95,Yes
Female,0,Yes,No,43,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Credit card,55.23,2384.64,Yes
Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer,94.88,-3.42,Yes
Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,33.82,1516.4,No
Male,0,No,No,15,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer,62.0,930.0,Yes
Female,1,No,No,16,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,22.92,363.84,No
Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card,78.43,3292.82,Yes
Female,1,Yes,No,2,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No,One year,No,Bank transfer,118.17,236.24,Yes
Female,1,Yes,Yes,16,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,74.88,1194.82,No
Male,1,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Two year,No,Electronic check,33.47,1238.48,No
Male,0,Yes,Yes,44,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,78.43,3458.75,Yes
Female,0,No,No,37,Yes,No,No,No,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,77.39,2864.25,Yes
Male,0,No,No,42,Yes,Yes,No,No,Yes,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer,36.62,1533.4,No
Female,0,Yes,No,1,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.97,77.95,Yes
Female,0,Yes,Yes,58,No,No,DSL,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,66.64,3861.33,Yes
Female,0,Yes,No,2,Yes,No phone service,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,101.65,211.9,No
Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,79.69,1113.92,No
Male,0,Yes,No,32,Yes,No phone service,No,No internet service,No,No,No internet service,No,Yes,Two year,No,Bank transfer,48.77,1566.83,Yes
Male,0,No,No,70,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,83.8,5870.65,No
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,32.36,1359.23,No
Male,0,Yes,No,59,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Mailed check,68.33,4032.12,Yes
Female,0,No,Yes,39,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Mailed check,62.64,2446.85,No
Male,0,No,Yes,46,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No,Two year,No,Electronic check,83.58,3835.31,No
Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,101.86,5289.1,Yes
Female,1,No,No,48,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.47,1073.08,No
Male,0,Yes,Yes,63,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,97.62,6157.14,No
Male,0,No,Yes,12,Yes,Yes,No,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer,49.88,588.81,No
Female,0,Yes,No,1,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,58.49,59.29,No
Female,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,82.62,2058.91,No
Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,101.67,2433.38,No
Female,0,Yes,No,44,Yes,No phone service,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.31,3884.79,Yes
Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,No,No internet service,No,No,Two year,Yes,Mailed check,65.98,3621.57,No
Male,1,No,Yes,40,No,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.49,1809.91,Yes
Female,0,No,Yes,30,Yes,No,No,No internet service,No,No,No internet service,No,No,Two year,Yes,Bank transfer,116.49,3489.84,Yes
Female,1,Yes,Yes,57,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.74,2320.64,No
Female,0,Yes,No,19,Yes,No phone service,No,No,Yes,No internet service,Yes,No internet service,No,One year,No,Mailed check,95.86,1821.34,No
Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,No,Mailed check,53.28,2562.54,No
Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer,74.57,443.0,No
Female,0,No,No,40,No,No phone service,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Mailed check,67.96,2715.47,No
Male,0,Yes,No,56,Yes,No,No,No,Yes,No internet service,No,No,Yes,One year,Yes,Credit card,113.94,6389.92,No
Female,0,No,No,6,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,No,Bank transfer,24.7,147.89,No
Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,44.81,1659.89,No
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,72.06,359.09,No
Female,0,Yes,No,34,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card,76.66,2614.54,No
Male,0,Yes,Yes,12,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,46.68,559.53,No
Female,1,Yes,No,20,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Credit card,100.46,2009.12,No
Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Credit card,18.66,185.86,No
Female,0,Yes,No,50,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,23.59,1177.79,No
Female,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,32.19,315.52,Yes
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,79.23,1179.23,No
Male,1,No,No,54,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Two year,No,Electronic check,51.45,2785.47,Yes
Female,0,Yes,Yes,17,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,95.41,1626.18,No
Female,0,No,No,56,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,One year,No,Mailed check,71.53,3998.55,Yes
Male,0,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card,119.95,487.21,No
Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,One year,No,Electronic check,46.45,281.97,Yes
Male,0,Yes,No,62,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,66.9,4142.42,No
Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card,61.68,3075.53,No
Male,0,No,No,49,No,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,84.93,4169.73,No
Male,1,Yes,No,44,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card,43.85,1929.69,No
